Station Name,ID,Lat.,Lon.,GLOSS ID,Country,Date,Coastline,Station
GUIRIA,1053,10.567,-62.283,,VEN,20/04/2001,900,006
MOZAMBIQUE ISLAND,1054,-15.033,40.733,,MOZ,01/01/1980,432,021
CORRAL,1057,-39.867,-73.433,,CHL,01/01/1980,850,047
MIYAKE SIMA,1060,34.067,139.481,,JPN,03/02/2023,642,098
KOZU SIMA,1061,34.209,139.132,,JPN,03/02/2023,642,099
MATSUYAMA II,1062,33.859,132.712,,JPN,04/03/2024,644,032
MINAMI IZU,1064,34.617,138.883,,JPN,21/04/2009,642,115
WHANGAREI HARBOUR (MARSDEN POINT),1065,-35.757,174.350,,NZL,18/09/2023,690,105
JEJUO RE,1066,33.528,126.543,,KOR,12/06/2023,620,033
ANCHORAGE,1067,61.238,-149.890,,USA,10/01/2024,821,012
BRIDGEPORT,1068,41.173,-73.182,,USA,10/01/2024,960,147
VICTOR HARBOUR,1069,-35.562,138.635,,AUS,05/02/2024,680,275
SELDOVIA,1070,59.440,-151.720,,USA,16/01/2024,821,015
PORT HARDY,1071,50.717,-127.483,,CAN,16/02/2024,822,020
TUTICORIN,1072,8.750,78.200,,IND,28/03/2023,500,083
ROSYTH,1074,56.017,-3.450,,GBR,29/03/1994,170,027
BAR,1075,42.083,19.083,,MNE,03/02/1993,281,011
POINTE ST. GILDAS,1078,47.133,-2.250,,FRA,07/09/1990,190,113
SANTO TOMAS DE CASTILLA,1080,15.700,-88.617,,GTM,01/01/1980,916,001
CUTLER,1081,44.650,-67.217,,USA,01/01/1980,960,197
STANLEY,1082,-51.690,-57.865,305,FLK,01/01/1980,863,001
BELLA COOLA,1084,52.367,-126.783,,CAN,01/01/1980,822,013
PALMA,1087,39.550,2.620,,ESP,22/06/2011,225,001
MAISAKA,1089,34.682,137.609,,JPN,04/03/2024,642,126
URAGAMI,1090,33.558,135.896,,JPN,04/03/2024,642,138
OKADA,1091,34.789,139.391,,JPN,04/03/2024,642,100
AWA SIMA,1093,38.468,139.255,,JPN,03/02/2023,647,090
HAKATA,1094,33.619,130.408,,JPN,03/02/2023,645,091
SAIGO,1095,36.201,133.331,,JPN,04/03/2024,647,043
NISINOOMOTE,1096,30.735,130.992,,JPN,03/02/2023,645,031
ODOMARI,1097,31.024,130.689,,JPN,03/02/2023,645,033
SUMOTO,1098,34.341,134.907,,JPN,04/03/2024,643,026
OSAKA,1099,34.658,135.433,,JPN,04/03/2024,643,021
NAGASAKI,1100,32.735,129.866,83,JPN,04/03/2024,645,064
FUKUE,1101,32.696,128.849,,JPN,04/03/2024,645,066
OURA,1102,32.977,130.221,,JPN,04/03/2024,645,059
WAKKANAI,1103,45.408,141.685,324,JPN,04/03/2024,641,061
ABASHIRI,1104,44.019,144.286,327,JPN,04/03/2024,641,003
NAKANO SIMA,1105,29.842,129.848,,JPN,03/02/2023,646,011
FORT MYERS,1106,26.647,-81.870,,USA,10/01/2024,940,065
NAPLES,1107,26.132,-81.807,,USA,10/01/2024,940,066
MUKHO,1108,37.550,129.116,,KOR,12/06/2023,620,061
WICK,1109,58.441,-3.086,,GBR,02/02/2024,170,005
ALERT,1110,82.490,-62.320,333,CAN,16/02/2024,970,162
NANTUCKET ISLAND,1111,41.285,-70.097,,USA,10/01/2024,960,166
ULLAPOOL,1112,57.895,-5.158,,GBR,02/02/2023,170,249
HELGEROA,1113,58.995,9.856,,NOR,18/01/2024,040,310
ESPERANCE,1114,-33.871,121.895,54,AUS,01/02/2024,680,446
CARNARVON,1115,-24.899,113.651,52,AUS,01/02/2024,680,479
WYNDHAM,1116,-15.453,128.101,,AUS,01/02/2024,680,507
DEVONPORT,1118,-41.185,146.362,,AUS,24/03/2022,680,195
PICTOU,1121,45.683,-62.700,,CAN,01/06/1998,970,021
PUERTO WILLIAMS,1122,-54.917,-67.617,,CHL,07/05/2024,850,081
ANTIPAIUTA,1128,69.083,76.850,,RUS,06/01/2003,030,335
CAMBRIDGE BAY,1132,69.117,-105.067,,CAN,07/06/1989,970,191
ST. MARKS,1136,30.067,-84.183,,USA,01/01/1980,940,047
SANDNESSJOEN,1137,66.017,12.633,,NOR,01/01/1980,040,117
POINT SAPIN,1138,46.967,-64.833,,CAN,01/01/1980,970,038
OFUNATO I,1140,39.067,141.717,87,JPN,01/01/1980,642,021
MAKURAZAKI I,1142,31.267,130.300,,JPN,01/01/1980,645,042
GRINDSTONE,1143,47.383,-61.867,,CAN,01/01/1980,970,034
OWASE,1146,34.076,136.207,,JPN,04/03/2024,642,136
SASEBO II,1147,33.158,129.724,,JPN,03/02/2023,645,072
TAJIRI,1148,35.594,134.316,,JPN,04/03/2024,647,047
MIYAKO II,1149,39.643,141.975,,JPN,04/03/2024,642,012
SHIRAHAMA,1150,33.684,135.375,,JPN,04/03/2024,643,005
NAHA,1151,26.213,127.665,81,JPN,04/03/2024,646,024
PATRICIA BAY,1152,48.650,-123.450,,CAN,16/02/2024,822,098
CAPE MAY,1153,38.968,-74.960,,USA,10/01/2024,960,090
"BUNDABERG, BURNETT HEADS",1154,-24.767,152.383,59,AUS,01/02/2024,680,073
YEOSU,1155,34.747,127.766,,KOR,12/06/2023,620,036
DAUPHIN ISLAND,1156,30.250,-88.075,,USA,10/01/2024,940,037
WEIPA,1157,-12.667,141.867,,AUS,24/03/2022,680,021
YARMOUTH,1158,43.833,-66.133,,CAN,16/02/2024,970,007
BROOME,1159,-18.001,122.219,40,AUS,01/02/2024,680,497
MILNER BAY (GROOTE EYLANDT),1160,-13.860,136.416,,AUS,27/02/2023,680,015
PARADIP,1161,20.267,86.700,,IND,13/03/2023,500,106
SIBONEY,1162,23.100,-82.467,215,CUB,20/09/2023,930,016
RABAUL,1164,-4.200,152.183,65,PNG,08/12/1998,670,021
"ST. PAUL'S HARBOR, KODIAK",1179,57.745,-152.482,,USA,06/07/1990,821,009
DAYTONA BEACH SHORES,1182,29.147,-80.963,,USA,05/10/1987,960,007
VICTORIA DOCK,1183,1.267,103.850,44,SGP,26/05/1988,555,001
KOCHI II,1184,33.500,133.583,,JPN,01/01/1980,644,002
MARATHON SHORES,1187,24.733,-81.033,,USA,01/01/1980,940,091
MIKUNI,1190,36.255,136.149,,JPN,04/03/2024,647,065
KATSUURA,1191,35.129,140.249,,JPN,04/03/2024,642,055
EAST LONDON,1192,-33.027,27.932,,ZAF,10/02/2021,430,090
APALACHICOLA,1193,29.727,-84.982,,USA,26/01/2024,940,043
MURORAN,1194,42.350,140.950,,JPN,20/04/2009,641,029
CAPE TOWN (GRANGER BAY),1195,-33.905,18.435,,ZAF,11/02/2021,430,045
SOUTH BEACH,1196,44.625,-124.042,157,USA,10/01/2024,823,016
FYNSHAV,1197,54.995,9.987,,DNK,27/11/2018,130,062
STE-ANNE-DES-MONTS,1199,49.133,-66.483,,CAN,03/06/1996,970,057
SE-LAHA,1200,70.150,72.567,,RUS,06/01/2003,030,331
CHAMPERICO,1201,14.283,-91.917,,GTM,01/01/1980,832,006
GINGERVILLE CREEK,1203,38.958,-76.555,,USA,01/01/1980,960,079
KURE IV,1209,34.241,132.550,,JPN,03/02/2023,643,043
TOKUYAMA II,1210,34.041,131.803,,JPN,03/02/2023,643,052
SPIKARNA,1211,62.363,17.531,,SWE,09/06/2023,050,183
UWAJIMA II,1212,33.227,132.551,,JPN,04/03/2024,644,022
RIVIERE-AU-RENARD,1213,49.000,-64.383,,CAN,16/02/2024,970,054
ILFRACOMBE,1214,51.211,-4.112,,GBR,02/02/2024,170,166
PORTPATRICK,1215,54.843,-5.120,,GBR,02/07/2012,170,236
SPRING BAY,1216,-42.546,147.933,56,AUS,01/02/2024,680,199
MAJURO-B,1217,7.100,171.367,112,MHL,21/03/2001,720,016
BAIE COMEAU,1218,49.233,-68.133,,CAN,25/10/1993,970,098
TADOUSSAC,1219,48.133,-69.717,,CAN,25/10/1993,970,096
TOKYO II,1222,35.650,139.767,,JPN,12/09/1997,642,071
ST-JEAN-PORT-JOLI,1223,47.217,-70.283,,CAN,01/01/1980,970,066
WALTON ON THE NAZE,1224,51.850,1.267,,GBR,20/02/1991,170,074
EVANS HEAD,1229,-29.117,153.433,,AUS,01/01/1980,680,093
DIGBY,1230,44.633,-65.750,,CAN,01/01/1980,970,005
SOUDHAS,1232,35.487,24.082,,GRC,20/02/2024,290,097
LEROS,1233,37.130,26.848,,GRC,20/02/2024,290,091
SIROS,1234,37.440,24.946,,GRC,20/02/2024,290,081
GOTEBORG - TORSHAMNEN,1236,57.685,11.791,233,SWE,13/06/2023,050,032
KHALKIS NORTH,1237,38.472,23.593,,GRC,20/02/2024,290,034
ALEXANDROUPOLIS,1238,40.844,25.878,,GRC,20/02/2024,290,065
LEVKAS,1239,38.835,20.712,,GRC,20/02/2024,290,004
KATAKOLON,1240,37.645,21.320,,GRC,20/02/2024,290,017
RORVIK,1241,64.859,11.230,234,NOR,18/01/2024,040,136
BAMFIELD,1242,48.850,-125.133,,CAN,16/02/2024,822,108
RHODOS,1243,36.442,28.236,,GRC,07/08/2013,290,110
ST-JOSEPH-DE-LA-RIVE,1244,47.450,-70.367,,CAN,16/02/2024,970,092
NEW  WESTMINSTER,1245,49.200,-122.917,,CAN,16/02/2024,822,075
HAY POINT,1246,-21.283,149.300,,AUS,01/02/2024,680,606
PORT TUDY,1247,47.644,-3.446,,FRA,30/01/2024,190,103
SULTAN SHOAL,1248,1.233,103.650,,SGP,24/04/2023,555,021
MORMUGAO,1249,15.417,73.800,281,IND,23/11/2023,500,065
PATRAI,1250,38.417,21.729,,GRC,20/02/2024,290,014
YAP B,1251,9.517,138.133,119,FSM,07/03/2023,710,011
MALAKAL-B,1252,7.333,134.467,120,PLW,28/01/2020,711,021
RIKITEA,1253,-23.122,-134.967,138,PYF,28/01/2020,808,001
MADANG,1254,-5.217,145.800,,PNG,03/07/2013,670,061
STEVESTON,1255,49.117,-123.183,,CAN,19/04/2000,822,083
VADSO,1257,70.067,29.750,,NOR,18/10/1994,040,005
TANGACHCHIMADAM,1258,9.283,79.250,,IND,21/03/1990,500,085
BOUTILIER POINT,1259,44.667,-63.967,,CAN,07/06/1989,970,009
MANFREDONIA,1262,41.617,15.917,,ITA,01/01/1980,270,019
OMAEZAKI II,1263,34.608,138.222,,JPN,04/03/2024,642,124
OGA,1264,39.942,139.706,,JPN,04/03/2024,647,096
AKUNE,1265,32.018,130.191,,JPN,04/03/2024,645,045
HACHINOHE II,1266,40.532,141.528,,JPN,22/02/2012,642,002
HONNINGSVAG,1267,70.980,25.973,,NOR,18/01/2024,040,015
BOOBY ISLAND,1268,-10.603,141.910,61,AUS,01/02/2024,680,025
CHARLESTON II,1269,43.345,-124.322,,USA,10/01/2024,823,019
HALDIA,1270,22.033,88.100,,IND,23/11/2023,500,110
USHUAIA II,1271,-54.817,-68.217,181,ARG,12/11/2007,860,002
EASTER ISLAND-E,1272,-27.155,-109.473,137,CHL,07/04/2021,810,003
KARWAR,1273,14.800,74.117,,IND,23/11/2023,500,067
CALLAO 2,1274,-12.050,-77.150,173,PER,28/01/2020,848,032
JURONG,1275,1.300,103.717,,SGP,15/08/2005,555,031
PUERTO BOLIVAR,1277,-3.267,-80.000,,ECU,16/06/1992,845,041
WEST ST. MODESTE,1278,51.600,-56.700,,CAN,25/10/1993,970,132
ROCKLAND,1279,44.105,-69.102,,USA,22/06/1990,960,186
SAVAGE COVE,1280,51.333,-56.700,,CAN,07/06/1989,970,103
BUCKIE,1281,57.667,-2.967,,GBR,07/04/1992,170,009
CAPE PARRY,1282,70.150,-124.667,,CAN,19/03/2013,970,201
RIVIERE-DU-LOUP,1284,47.850,-69.567,,CAN,07/06/1989,970,064
GARIBALDI,1285,45.553,-123.918,,USA,22/05/1987,823,014
OITA II,1293,33.266,131.687,,JPN,03/02/2023,645,009
LE CONQUET,1294,48.359,-4.781,,FRA,30/01/2024,190,089
CAMBRIDGE II,1295,38.573,-76.068,,USA,10/01/2024,960,073
URAKAWA II,1296,42.167,142.767,,JPN,26/11/2015,641,027
CABO DE SAN ANTONIO,1297,21.900,-84.900,214,CUB,20/09/2023,930,071
NORTH SYDNEY,1299,46.217,-60.250,,CAN,16/02/2024,970,016
INCE POINT,1300,-10.508,142.310,,AUS,01/02/2024,680,601
CONCARNEAU,1301,47.874,-3.907,,FRA,30/01/2024,190,096
ACAJUTLA 2,1302,13.583,-89.833,182,SLV,28/01/2020,833,012
LAE,1303,-6.750,147.000,,PNG,03/07/2013,670,002
WEWAK,1304,-3.550,143.633,,PNG,03/07/2013,670,051
HAGI,1306,34.433,131.417,,JPN,03/02/1993,647,015
NAGAPATTINAM,1308,10.767,79.850,,IND,13/03/2023,500,087
POINTE-DU-CHENE,1309,46.250,-64.533,,CAN,07/06/1989,970,036
ABIDJAN,1313,5.250,-4.000,257,CIV,01/01/1980,405,001
KARIYA,1318,33.473,129.849,,JPN,04/03/2024,645,075
KURE I,1320,33.334,133.243,,JPN,04/03/2024,644,004
ARGENTIA,1321,47.300,-53.983,,CAN,16/02/2024,970,116
SEPT-ILES,1322,50.200,-66.400,,CAN,16/02/2024,970,099
CAMPBELL RIVER,1323,50.017,-125.233,,CAN,16/02/2024,822,027
POHANG,1324,36.047,129.384,,KOR,12/06/2023,620,056
PORT TOWNSEND,1325,48.112,-122.757,,USA,26/01/2024,823,012
SHEDIAC BAY,1326,46.250,-64.533,,CAN,16/02/2024,970,035
SUVA-A,1327,-18.136,178.423,122,FJI,19/08/2010,742,012
CAPE LAMBERT,1328,-20.588,117.186,,AUS,02/10/2018,680,491
KANTON ISLAND-B,1329,-2.817,-171.717,145,KIR,28/01/2020,750,012
RUSTICO,1330,46.467,-63.283,,CAN,01/06/1998,970,033
POINT TUPPER,1332,45.600,-61.367,,CAN,03/06/1996,970,014
NEWCASTLE II,1335,-32.917,151.800,,AUS,04/11/1987,680,132
LISBON,1336,38.700,-9.133,,PRT,30/11/1988,210,023
INDIAN RIVER INLET,1337,38.610,-75.070,,USA,02/10/1987,960,084
MATAPEAKE,1338,38.957,-76.355,,USA,02/10/1987,960,082
TSAWWASSEN,1341,49.000,-123.133,,CAN,01/01/1980,822,085
ITO II,1343,34.896,139.133,,JPN,04/03/2024,642,112
OGI,1344,37.815,138.281,,JPN,04/03/2024,647,086
SOMA,1345,37.831,140.962,,JPN,04/03/2024,642,036
KAMAISI II,1346,39.273,141.889,,JPN,03/02/2023,642,017
ROSCOFF,1347,48.718,-3.966,,FRA,30/01/2024,190,086
LOWER ESCUMINAC,1349,47.083,-64.883,,CAN,16/02/2024,970,040
"NIKISKI,  ALASKA",1350,60.683,-151.397,,USA,10/01/2024,821,013
RAFFLES LIGHT HOUSE,1351,1.167,103.750,,SGP,24/04/2023,555,011
MONTEREY,1352,36.605,-121.887,,USA,10/01/2024,823,036
VALDEZ,1353,61.125,-146.362,,USA,16/01/2024,821,019
"TOKE POINT, WILLIPA BAY, WA",1354,46.707,-123.967,,USA,16/01/2024,823,009
CABO SAN LUCAS,1355,22.883,-109.900,161,MEX,31/07/2014,830,020
KAOHSIUNG II,1356,22.533,120.317,,TWN,28/04/1998,612,012
BAHIA DE LOS ANGELES,1357,28.967,-113.550,,MEX,03/12/1997,830,025
DALHOUSIE,1358,48.067,-66.383,,CAN,03/06/1996,970,046
FANNING-B,1361,3.900,-159.383,,KIR,18/05/1994,770,012
OFUNATO II,1364,39.020,141.753,87,JPN,04/03/2024,642,022
SOKCHO,1365,38.207,128.594,,KOR,12/06/2023,620,071
TSIM BEI TSUI,1366,22.487,114.014,,HKG,12/06/2023,611,017
WHYALLA III,1367,-33.013,137.590,,AUS,01/02/2024,680,410
GOODS ISLAND,1368,-10.562,142.152,,AUS,01/02/2024,680,602
GANGRA,1369,21.950,88.017,,IND,15/04/2009,500,109
POHNPEI-B,1370,6.983,158.233,115,FSM,14/06/2018,710,031
CHRISTMAS ISLAND II,1371,1.983,-157.483,146,KIR,28/01/2020,770,022
FRENCH FRIGATE SHOALS,1372,23.867,-166.283,107,USA,14/10/2013,760,016
HONIARA II,1373,-9.433,159.950,66,SLB,07/11/1996,734,002
NAURU,1374,-0.533,166.900,114,NRU,14/02/1996,715,001
"TARAWA-A,BETIO",1381,1.367,172.933,113,KIR,29/08/1990,730,006
ANTIFER,1383,49.650,0.150,,FRA,01/01/1980,190,046
KUCHINOTSU,1386,32.605,130.195,,JPN,05/03/2024,645,062
MAIZURU II,1387,35.477,135.387,,JPN,05/03/2024,647,062
OKINAWA,1388,26.179,127.824,,JPN,05/03/2024,646,021
TOYAMA,1389,36.762,137.225,325,JPN,05/03/2024,647,068
MUROTOMISAKI,1390,33.266,134.164,,JPN,05/03/2024,644,061
CHICHIJIMA,1391,27.083,142.183,103,JPN,05/03/2024,648,001
PORT-ALFRED,1392,48.333,-70.867,,CAN,16/02/2024,970,095
CHARLOTTE AMALIE,1393,18.335,-64.920,,VIR,10/01/2024,939,001
POINT REYES,1394,37.995,-122.977,,USA,10/01/2024,823,030
OKHA,1395,22.467,69.083,,IND,24/02/2023,500,014
"PAPEETE-B, FARE UTE POINT, SOC.IS.",1397,-17.533,-149.573,140,PYF,20/10/2022,780,011
BYKOV MYS (BYKOV MYS),1399,72.000,129.117,,RUS,14/08/2019,030,449
AVEIRO,1402,40.650,-8.750,,PRT,06/11/1998,210,013
TANGGU,1403,39.000,117.717,,CHN,21/07/1995,610,037
SHIJIUSUO,1404,35.383,119.550,,CHN,17/01/2012,610,034
LIANYUNGANG,1405,34.750,119.450,,CHN,17/01/2012,610,033
SHANWEI,1406,22.750,115.350,,CHN,17/01/2012,610,006
DONGFANG,1407,19.100,108.617,,CHN,17/01/2012,610,008
BEIHAI,1408,21.483,109.083,,CHN,17/01/2012,610,001
LORETO,1410,26.017,-111.367,,MEX,29/01/1992,830,023
ISHIGAKI,1411,24.333,124.167,,JPN,15/12/1989,646,041
GUADALUPE ISLAND II,1413,28.883,-118.300,160,MEX,29/01/1992,830,012
WALLAROO II,1420,-33.926,137.615,,AUS,01/02/2024,680,382
NY-ALESUND,1421,78.929,11.938,345,SJM,18/01/2024,025,021
NORTH SOUND,1422,19.300,-81.317,,CYM,18/06/2007,931,001
MANGALORE (PANAMBURU),1423,12.917,74.800,,IND,09/02/2023,500,070
KEY COLONY BEACH,1424,24.718,-81.017,,USA,06/03/2000,940,092
SETROIA,1425,38.500,-8.900,,PRT,09/11/1998,210,026
SOUTH SOUND,1426,19.267,-81.383,,CYM,20/08/1997,931,011
SALAMANDER,1427,-33.067,18.000,,ZAF,10/02/2021,430,037
HAIKOU,1428,20.017,110.283,,CHN,17/01/2012,610,007
ISLA DE CEDROS,1430,28.100,-115.183,,MEX,29/01/1992,830,014
SOUTHPORT,1431,33.915,-78.018,,USA,22/06/1990,960,056
TAGO,1437,34.807,138.764,,JPN,05/03/2024,642,119
YAIZU,1438,34.871,138.327,,JPN,05/03/2024,642,122
KAMINATO II (HATIZYO SIMA),1440,33.130,139.805,,JPN,03/02/2023,642,097
KHALKIS SOUTH,1441,38.461,23.589,,GRC,20/02/2024,290,033
HANASAKI II,1442,43.278,145.568,,JPN,05/03/2024,641,012
RICHARDS BAY,1443,-28.812,32.079,,ZAF,10/02/2021,430,095
SPRINGMAID PIER,1444,33.655,-78.918,,USA,10/01/2024,960,050
GADEOKDO,1445,35.025,128.811,,KOR,12/06/2023,620,043
TONGYEONG,1446,34.828,128.435,,KOR,12/06/2023,620,038
"LIME TREE BAY, ST CROIX",1447,17.693,-64.753,,VIR,16/01/2024,939,011
KOSEROW,1448,54.060,14.001,,DEU,14/04/2023,120,001
QUINHON,1449,13.767,109.250,75,VNM,17/11/2015,605,041
PENRHYN,1450,-9.017,-158.067,143,COK,28/01/2020,775,001
HIRON POINT,1451,21.783,89.467,,BGD,08/06/2005,510,003
FUNAFUTI,1452,-8.533,179.217,121,TUV,21/03/2001,732,011
KHEPUPARA,1454,21.833,89.833,,BGD,17/10/2002,510,037
ALMERIA,1455,36.832,-2.485,,ESP,11/11/1998,220,041
SINES,1456,37.950,-8.883,,PRT,02/03/2023,210,028
BAHIA SAN QUINTIN,1457,30.483,-115.983,,MEX,29/12/1994,830,005
CARTAGENA,1460,37.597,-0.974,,ESP,07/04/1989,220,046
EASTER ISLAND-D,1462,-27.150,-109.450,137,CHL,11/09/1990,810,002
NICE,1468,43.696,7.286,,FRA,30/01/2024,230,081
PORT VENDRES,1469,42.520,3.107,,FRA,30/01/2024,230,006
MONBETU II,1470,44.350,143.367,,JPN,20/02/2013,641,002
PORT DOUGLAS 2,1471,-16.483,145.467,,AUS,19/05/2015,680,037
SANTA CRUZ,1472,-0.750,-90.317,,ECU,07/03/2023,845,031
KAPINGAMARANGI,1473,1.100,154.783,117,FSM,29/01/2020,710,026
SAIPAN,1474,15.233,145.750,118,MNP,29/01/2020,700,011
DANANG,1475,16.100,108.217,,VNM,17/11/2015,605,051
COX'S BAZAAR,1476,21.450,91.833,,BGD,17/06/2013,510,041
VIANA,1482,41.683,-8.833,,PRT,09/11/1998,210,011
NAGOYA II,1488,35.091,136.881,,JPN,05/03/2024,642,132
HEUKSANDO,1489,34.684,125.436,,KOR,12/06/2023,620,028
ULLEUNG,1490,37.491,130.914,,KOR,12/06/2023,620,059
TOBERMORY,1491,56.623,-6.064,,GBR,02/02/2024,170,246
CAPE FERGUSON,1492,-19.277,147.058,,AUS,01/02/2024,680,054
MOOLOOLABA 2,1493,-26.683,153.133,,AUS,01/02/2024,680,605
MINA SULMAN,1494,26.233,50.600,,BHR,17/01/2012,482,019
VUNGTAU,1495,10.333,107.067,,VNM,17/11/2015,605,021
CHARCHANGA,1496,22.217,91.050,36,BGD,17/06/2013,510,008
NAIBA,1497,70.850,130.750,,RUS,14/08/2019,030,460
POINTE DES GALETS,1501,-20.935,55.285,17,REU,30/01/2024,451,001
WHITBY,1505,54.490,-0.615,,GBR,02/02/2024,170,056
PORT STANVAC,1506,-35.109,138.467,,AUS,13/10/2011,680,298
SOUTH PASS,1511,28.990,-89.140,,USA,14/11/2017,940,034
LAOHUTAN,1513,38.867,121.683,79,CHN,20/04/1998,610,045
NASE III,1522,28.500,129.500,,JPN,03/02/2023,646,003
MAIZURU III,1523,35.450,135.317,,JPN,21/04/2009,647,063
CUTLER II,1524,44.642,-67.297,,USA,23/06/2011,960,196
LEITH II,1526,55.990,-3.182,,GBR,02/02/2024,170,032
GUNSAN (OUTER PORT),1527,35.976,126.563,,KOR,12/06/2023,620,022
COCO SOLO,1530,9.367,-79.883,208,PAN,21/08/1997,904,006
KEPPEL HARBOUR,1534,1.267,103.817,44,SGP,09/06/1992,555,003
BEAUFORT,1537,32.433,-80.667,,USA,04/11/1988,960,036
DEPOE BAY,1541,44.810,-124.057,,USA,27/11/1987,823,015
MAR DE AJO,1542,-36.700,-56.667,,ARG,02/03/1988,860,124
CHOSHI-GYOKO,1544,35.744,140.858,,JPN,12/08/2020,642,050
TOKYO III,1545,35.649,139.770,,JPN,05/03/2024,642,069
GEOMUNDO,1546,34.028,127.309,,KOR,12/06/2023,620,035
PORTLAND,1547,-38.343,141.613,55,AUS,01/02/2024,680,231
NEWHAVEN,1548,50.782,0.057,,GBR,02/02/2024,170,119
KING BAY,1549,-20.624,116.749,,AUS,16/03/2020,680,486
PORT GILES,1550,-35.022,137.768,,AUS,01/02/2024,680,340
ROOMPOT BUITEN,1551,51.620,3.682,,NLD,19/07/2023,150,090
NUKU HIVA,1555,-8.933,-140.083,142,PYF,30/01/2024,805,011
KOCHI III,1567,33.499,133.569,,JPN,05/03/2024,644,005
WANDO,1568,34.315,126.760,,KOR,12/06/2023,620,034
SHUTE HARBOUR 2,1569,-20.283,148.783,,AUS,28/01/2020,680,058
PUERTO ARMUELLES B,1571,8.267,-82.867,,PAN,05/06/2014,840,002
VIS-CESKA VILA,1574,43.067,16.200,,HRV,03/02/1993,280,040
GAZENICA,1577,44.083,15.267,,HRV,31/05/1990,280,014
ZLARIN,1578,43.700,15.667,,HRV,31/05/1990,280,017
"TARAWA-B,BAIRIKI",1579,1.333,173.017,113,KIR,15/11/1990,730,007
HAMADA II,1585,34.897,132.066,326,JPN,05/03/2024,647,023
IZUHARA II,1586,34.198,129.292,,JPN,03/02/2023,645,082
TAPPI,1587,41.243,140.381,,JPN,03/02/2023,641,033
CHUJADO,1588,33.962,126.300,,KOR,12/06/2023,620,039
TANJUNG GELANG,1589,3.975,103.430,,MYS,11/09/2019,550,014
TAURANGA (SALISBURY WHARF),1590,-37.641,176.181,,NZL,18/09/2023,690,006
PELABUHAN KELANG,1591,3.050,101.358,,MYS,11/09/2019,550,007
CENDERING,1592,5.265,103.187,293,MYS,11/09/2019,550,017
TANJUNG KELING,1593,2.215,102.153,,MYS,11/09/2019,550,009
LUMUT,1594,4.240,100.613,43,MYS,11/09/2019,550,005
PULAU PINANG,1595,5.422,100.347,,MYS,11/09/2019,550,003
YOSIOKA,1596,41.450,140.250,,JPN,20/04/2009,641,034
RIMOUSKI,1597,48.483,-68.517,,CAN,16/02/2024,970,062
ERDEK,1598,40.383,27.850,,TUR,09/07/2013,310,038
ZANZIBAR,1600,-6.150,39.183,297,TZA,29/01/2020,460,016
PUERTO SOBERANIA,1603,-62.483,-59.633,189,ATA,10/10/2022,999,005
NORTH SALAMINOS,1604,37.980,23.542,,GRC,07/08/2013,290,030
ESASHI,1605,41.867,140.133,,JPN,24/08/1998,641,035
ALOTAU,1607,-10.317,150.450,63,PNG,03/07/2013,670,006
KAVIENG,1608,-2.583,150.800,,PNG,03/07/2013,670,031
MANUS ISLAND,1609,-2.017,147.267,,PNG,03/07/2013,670,041
PORT MORESBY II,1610,-9.483,147.133,,PNG,26/03/2013,670,012
GISBORNE,1613,-38.675,178.022,,NZL,18/09/2023,690,008
WANGANUI,1621,-39.945,174.993,,NZL,19/05/1989,690,077
SEOGWIPO,1627,33.240,126.562,,KOR,12/06/2023,620,032
WIDO,1628,35.618,126.302,,KOR,12/06/2023,620,024
MOURILYAN HARBOUR,1629,-17.583,146.083,,AUS,01/02/2024,680,043
LUCINDA,1630,-18.517,146.383,,AUS,01/02/2024,680,047
ONSLOW,1631,-21.650,115.132,,AUS,01/02/2024,680,483
CROMER,1632,52.934,1.302,,GBR,06/06/2018,170,066
CHERRY POINT,1633,48.863,-122.757,,USA,10/01/2024,823,005
"SAND POINT, POPOF IS., AK",1634,55.337,-160.502,100,USA,10/01/2024,821,006
CHESAPEAKE BAY BR. TUN.,1635,36.967,-76.113,,USA,14/02/2018,960,070
DUCK PIER OUTSIDE,1636,36.183,-75.747,219,USA,10/01/2024,960,063
"BERGEN POINT, STATEN IS.",1637,40.637,-74.142,,USA,16/01/2024,960,132
CLEARWATER BEACH,1638,27.978,-82.832,,USA,10/01/2024,940,060
"N. SPIT, HUMBOLDT BAY",1639,40.767,-124.217,,USA,16/01/2024,823,024
PORT ORFORD,1640,42.738,-124.498,,USA,10/01/2024,823,020
"PANAMA CITY, ST.ANDREWS BAY, FL",1641,30.152,-85.667,,USA,26/01/2024,940,042
DZAOUDZI,1642,-12.782,45.258,96,MYT,30/01/2024,438,001
PORT CHALMERS,1643,-45.815,170.624,,NZL,18/09/2023,690,028
JUAN FERNANDEZ-C,1644,-33.636,-78.830,176,CHL,07/05/2024,850,039
BALTRA-B,1645,-0.433,-90.283,169,ECU,29/01/2020,845,034
SETTLEMENT POINT,1646,26.710,-78.997,211,BHS,10/07/2002,941,001
"SOUTH ISLAND PLANTATION, WINYAH BAY",1651,33.235,-79.203,,USA,01/10/1996,960,044
TRENTON,1654,40.188,-74.755,,USA,16/07/1993,960,088
SAN MATEO,1663,37.583,-122.250,,USA,21/06/1990,823,034
PALM BEACH,1669,26.700,-80.050,,USA,05/07/1990,960,005
"SHELL POINT, WALKER CREEK",1670,30.060,-84.290,,USA,05/07/1990,940,049
